nofinesset;nofinessej;rs;rslongue;numvoie;typvoie;voie;compvoie;lieuditbp;commune;departement;libdepartement;ligneachimenement;libcategetab;libcategagretab;codeape;codemft;libmft;codesph;libsph;ville
170017586;170024194;APPARTEMENTS THERAPEUTIQUES;APPARTEMENTS THERAPEUTIQUES;;R;DU DOCTEUR SCHWEITZER;;;300.0;17;CHARENTE MARITIME;17019 LA ROCHELLE CEDEX 1;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LA ROCHELLE 
170017594;170024194;HOPITAL DE JOUR L'EMBELLIE;HOPITAL DE JOUR L'EMBELLIE;22.0;R;DES SAUNIERS;;;300.0;17;CHARENTE MARITIME;17000 LA ROCHELLE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LA ROCHELLE
170017602;170024194;HOPITAL DE JOUR LE VERMENDOIS;HOPITAL DE JOUR LE VERMENDOIS;38.0;R;EMILE COMBES;;;299.0;17;CHARENTE MARITIME;17300 ROCHEFORT;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ROCHEFORT
170017644;170024194;CENTRE DE CRISE HOPITAL ST LOUIS;CENTRE DE CRISE HOPITAL ST LOUIS;;R;DU DOCTEUR SCHWEITZER;;;300.0;17;CHARENTE MARITIME;17000 LA ROCHELLE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LA ROCHELLE
170017651;170024194;HOPITAL DE JOUR PSYCHOGERIATRIE;HOPITAL DE JOUR PSYCHOGERIATRIE;;R;MOULIN DES JUSTICES;;BP 519  -  PUILBOREAU;300.0;17;CHARENTE MARITIME;17022 LA ROCHELLE CEDEX 1;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LA ROCHELLE 
170017685;170024194;HOPITAL DE JOUR PEDO-PSY LA ROCHELLE;HOPITAL DE JOUR PEDO-PSY LA ROCHELLE;208.0;R;MARIUS LACROIX;;BP 519;300.0;17;CHARENTE MARITIME;17022 LA ROCHELLE CEDEX 1;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LA ROCHELLE 
170017750;170024194;HOPITAL DE JOUR DELACROIX/CMP/CATTP;;208.0;R;MARIUS LACROIX;;BP 519;300.0;17;CHARENTE MARITIME;17022 LA ROCHELLE CEDEX 1;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LA ROCHELLE 
170019921;170024194;CDAG - CTRE DEPIST. ANON. & GRAT.;;;R;DU DOCTEUR SCHWEITZER;;;300.0;17;CHARENTE MARITIME;17019 LA ROCHELLE CEDEX 1;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LA ROCHELLE 
170019947;170780175;CDAG - CTRE DEPIST. ANON. & GRAT.;;11.0;BD;AMBROISE PARE;;BP 10326;415.0;17;CHARENTE MARITIME;17108 SAINTES CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;SAINTES
170019954;170780191;CDAG - CTRE DEPIST. ANON. & GRAT.;CDAG - CTRE DEPIST. ANON. & GRAT.;20.0;AV;DE SAINT SORDELIN;;;461.0;17;CHARENTE MARITIME;17640 VAUX SUR MER;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;VAUX SUR MER
170019962;170780225;CDAG - CTRE DEPIST. ANON. & GRAT.;;1.0;AV;BELIGON;;BP 30009;299.0;17;CHARENTE MARITIME;17301 ROCHEFORT CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ROCHEFORT
170019970;170780050;CDAG - CTRE DEPIST. ANON. & GRAT.;;4.0;R;WISTON CHURCHILL;;;197.0;17;CHARENTE MARITIME;17503 JONZAC CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;JONZAC
170020986;170780175;HOPITAL DE JOUR - CMP ADULTES;HOPITAL DE JOUR - CMP ADULTES;18.0;AV;DU PORT;;;347.0;17;CHARENTE MARITIME;17400 ST JEAN D ANGELY;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST JEAN D ANGELY
170020994;170780175;CATTP - HOPITAL JOUR PSY ADULT - S5;CATTP - HOPITAL JOUR PSY ADULT - S5;116.0;COUR;PAUL DOUMER;;;415.0;17;CHARENTE MARITIME;17108 SAINTES CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;SAINTES
170021778;170780175;HOPITAL DE JOUR PEDOPSYCHIATRIE;HOPITAL DE JOUR PEDOPSYCHIATRIE;19.0;R;DE L ALMA;;;415.0;17;CHARENTE MARITIME;17108 SAINTES CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;SAINTES
170022867;170780050;HOPITAL DE JOUR UPP ADO ROYAN;HOPITAL DE JOUR UPP ADO ROYAN;66.0;AV;DANIEL HEDDE;;;306.0;17;CHARENTE MARITIME;17200 ROYAN;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ROYAN
170022958;170780167;CDAG - CTRE DEPIST. ANON. & GRAT.;CDAG - CTRE DEPIST. ANON. & GRAT.;18.0;R;DU PORT;;;347.0;17;CHARENTE MARITIME;17415 ST JEAN D ANGELY CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST JEAN D ANGELY
170024285;170780175;CTRE PERINAT. PROXIMITE - CH SAINTONGE;CENTRE DE PERINATALITE DE PROXIMITE;20.0;AV;SAINT SORDELIN;;;461.0;17;CHARENTE MARITIME;17640 VAUX SUR MER;Centre Hospitalier (C.H.);Centres Hospitaliers;8621Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;VAUX SUR MER
170024590;170780225;CH ROCHEFORT - SITE ST PIERRE OLERON;CH ROCHEFORT - SITE ST PIERRE OLERON;46.0;R;PIERRE LOTI;;;385.0;17;CHARENTE MARITIME;17310 ST PIERRE D OLERON;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST PIERRE D OLERON
170025266;170024194;SISA;SERVICE INTERSECTORIEL D'ADDICTOLOGIE - SISA;;R;DU DOCTEUR SCHWEITZER;;;300.0;17;CHARENTE MARITIME;17000 LA ROCHELLE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LA ROCHELLE
170782981;170024194;HOPITAL MARIUS LACROIX;QUARTIER PSYCHIATRIQUE DE LAFOND;208.0;R;MARIUS LACROIX;;BP 519;300.0;17;CHARENTE MARITIME;17022 LA ROCHELLE CEDEX 1;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LA ROCHELLE 
170783146;170780050;CENTRE HOSPITALIER JONZAC (CHS);CENTRE HOSPITALIER JONZAC (CHS);;DOM;DES FOSSES;;BP 109 ST-MARTIAL-DE-VITATERNE-;197.0;17;CHARENTE MARITIME;17500 JONZAC;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;JONZAC
170784110;170024194;SSR CH LA ROCHELLE;SSR POUR PERSONNES AGEES DU CH LA ROCHELLE;;R;MOULIN DES JUSTICES;;BP 519  -  PUILBOREAU;300.0;17;CHARENTE MARITIME;17022 LA ROCHELLE CEDEX 1;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LA ROCHELLE 
170784839;170780050;HOPITAL DE JOUR UPPIJ JONZAC;HOPITAL DE JOUR UPPIJ JONZAC;11.0;AV;DES POILUS;;;197.0;17;CHARENTE MARITIME;17500 JONZAC;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;JONZAC
170784847;170780050;HOPITAL DE JOUR UPPIJ ROYAN;HOPITAL DE JOUR UPPIJ ROYAN;1.0;AV;DU NID D AIGLE;;;306.0;17;CHARENTE MARITIME;17200 ROYAN;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ROYAN
170785661;170780175;HOPITAL DE JOUR - CAMPE - CSAPA;HOPITAL DE JOUR - CAMPE - CSAPA;6.0;R;JELU;;;347.0;17;CHARENTE MARITIME;17400 ST JEAN D ANGELY;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST JEAN D ANGELY
170786388;170024194;HOPITAL DE JOUR PEDO-PSY ROCHEFORT;UNITE DE PEDOPSYCHIATRIE (UPEA) DU CH LA ROCHELLE;1.0;PL;DE VERDUN;;;299.0;17;CHARENTE MARITIME;17300 ROCHEFORT;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ROCHEFORT
170792220;170780175;CH SAINTONGE - SSR;CH SAINTONGE - SSR;21.0;R;DE L'ALMA;;BP 10326;415.0;17;CHARENTE MARITIME;17108 SAINTES CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;SAINTES
180000010;180000028;CH  BOURGES - JACQUES COEUR;CH  BOURGES - JACQUES COEUR;145.0;AV;F MITTERAND;;;33.0;18;CHER;18020 BOURGES CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BOURGES
180000200;180000051;CH DE VIERZON;;33.0;R;LEO MERIGOT;;BP 202;279.0;18;CHER;18102 VIERZON CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;VIERZON
180000283;180000069;CH SAINT AMAND-MONTROND;CENTRE HOSPITALIER;44.0;AV;JEAN JAURES;;BP 80180;197.0;18;CHER;18200 ST AMAND MONTROND;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST AMAND MONTROND
180000333;180000093;CH SANCERRE;;;REM;DES AUGUSTINS;;BP 22;241.0;18;CHER;18300 SANCERRE;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;SANCERRE
180003287;180000028;CH DE BOURGES SITE TAILLEGRAIN;CENTRE HOSPITALIER DE BOURGES SITE TAILLEGRAIN;6.0;R;TAILLEGRAIN;;;33.0;18;CHER;18000 BOURGES;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BOURGES
180003345;180000051;CH DE VIERZON SITE LA NOUE;CH DE VIERZON SITE LA NOUE;83.0;AV;DU 14 JUILLET;;;279.0;18;CHER;18100 VIERZON;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;VIERZON
180003386;180000069;CH ST AMAND-MONTROND SITE CROIX DUCHET;CENTRE DE CURE MEDICALE POUR PERSONNES AGEES;;R;DE LA CROIX DUCHET;;;197.0;18;CHER;18200 ST AMAND MONTROND;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST AMAND MONTROND
190000018;190000042;CENTRE HOSPITALIER DUBOIS BRIVE;"CENTRE HOSPITALIER ""DUBOIS""  BRIVE";3.0;BD;DOCTEUR VERLHAC;;BP 432;31.0;19;CORREZE;19312 BRIVE LA GAILLARDE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BRIVE LA GAILLARDE
190000026;190000059;CENTRE HOSPITALIER COEUR DE CORREZE;CENTRE HOSPITALIER COEUR DE CORREZE;3.0;PL;DOCTEUR MASCHAT;;BP 160;272.0;19;CORREZE;19012 TULLE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;TULLE
190000034;190000067;HOPITAL LOCAL DE BORT LES ORGUES;HOPITAL LOCAL DE BORT-LES-ORGUES;190.0;R;GUSTAVE PARRE;;;28.0;19;CORREZE;19110 BORT LES ORGUES;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BORT LES ORGUES
190000091;190000075;CENTRE HOSPITALIER D'USSEL;CENTRE HOSPITALIER D'USSEL;2.0;AV;DU DOCTEUR ROULLET;;BP 55;275.0;19;CORREZE;19208 USSEL CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;USSEL
190002493;190000059;CONVALESCENCE CURE READAPT. DU CHANDOU;CENTRE CONVALESCENCE CURE ET READAPTATION C.H. TULLE;;LD;LE CHANDOU;;;272.0;19;CORREZE;19000 TULLE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;TULLE
190005199;190000042;UNITE SCOLAIRE THERAPEUTIQUE;UNITE SCOLAIRE THERAPEUTIQUE DU C.H. BRIVE;26.0;AV;GUYNEMER;;;31.0;19;CORREZE;19100 BRIVE LA GAILLARDE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BRIVE LA GAILLARDE
190010892;190000059;CH TULLE - ANTENNE SMUR USSEL;CH TULLE - ANTENNE SMUR AU CH D'USSEL;2.0;AV;DU DOCTEUR ROULLET;;;275.0;19;CORREZE;19200 USSEL;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;USSEL
190011072;190000042;CIDAG DU VIH ET DES HEPATITES;CENTRE D'INFORMATION ET DE DEPISTAGE ANONYME ET GRATUIT;3.0;BD;DOCTEUR VERLHAC;;BP 432;31.0;19;CORREZE;19100 BRIVE LA GAILLARDE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BRIVE LA GAILLARDE
190011106;190000075;CEGIDD - ANTENNE D'USSEL;CEGIDD - ANTENNE D'USSEL;2.0;AV;DU DOCTEUR ROULLET;;BP 55;275.0;19;CORREZE;19200 USSEL;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;USSEL
190011197;190000059;CTRE MEDECINE PHYSIQUE ET READAPTATION;CENTRE DE MEDECINE PHYSIQUE ET DE READAPTATION LES 9 PIERRES;;;;;LE CHANDOU;272.0;19;CORREZE;19000 TULLE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;TULLE
190011601;190000042;SITE SPECIALISE HENRI LABORIT;SITE SPECIALISE HENRI LABORIT;1.0;R;FILLIOL;;;31.0;19;CORREZE;19100 BRIVE LA GAILLARDE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BRIVE LA GAILLARDE
190012476;190002519;CH JEAN-MARIE DAUZIER - SSR - CORNIL;CENTRE HOSPITALIER JEAN-MARIE DAUZIER - SSR - CORNIL;32.0;;GRAND'RUE;;;61.0;19;CORREZE;19150 CORNIL;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CORNIL
190013219;190000042;CH DUBOIS - SITE CH COEUR CORREZE;CH DUBOIS - SITE CH COEUR CORREZE;3.0;PL;DOCTEUR MASCHAT;;BP 160;272.0;19;CORREZE;19012 TULLE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;TULLE
190013482;190000042;CH BRIVE - SAINT GERMAIN;CH BRIVE - SAINT GERMAIN;12.0;BD;PAINLEVE;;;31.0;19;CORREZE;19100 BRIVE LA GAILLARDE;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BRIVE LA GAILLARDE
190013656;190000042;CEGIDD TULLE;CEGIDD TULLE;3.0;PL;DOCTEUR MASCHAT;;;272.0;19;CORREZE;19012 TULLE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;TULLE
210013157;210780706;POLE PSYCHIATRIE SANTE MENTALE;POLE PSYCHIATRIE SANTE MENTALE;2.0;R;DU HUIT MAI;;;603.0;21;COTE D OR;21140 SEMUR EN AUXOIS;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;SEMUR EN AUXOIS
210987574;210012175;CH ARNAY LE DUC;CENTRE HOSPITALIER ARNAY LE DUC;3.0;R;DES CAPUCINS;;BP 49;23.0;21;COTE D OR;21230 ARNAY LE DUC;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ARNAY LE DUC
210987582;210780631;CENTRE HOSPITALIER D'IS-SUR-TILLE;CENTRE HOSPITALIER D'IS-SUR-TILLE;21.0;R;VICTOR HUGO;;;317.0;21;COTE D OR;21120 IS SUR TILLE;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;IS SUR TILLE
210987590;210012175;CH NUITS SAINT GEORGES;CENTRE HOSPITALIER NUITS SAINT GEORGES;6.0;R;HENRI CHALLAND;;BP 89;464.0;21;COTE D OR;21703 NUITS ST GEORGES CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;NUITS ST GEORGES
210987608;210012142;CH HAUTE COTE D OR;CH HCO CENTRE HOSPITALIER DE LA HAUTE COTE D OR;7.0;R;GUENIOT;;;710.0;21;COTE D OR;21350 VITTEAUX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;VITTEAUX
210987616;210012175;CH SEURRE;CENTRE HOSPITALIER SEURRE;14.0;FG;ST GEORGES;;;607.0;21;COTE D OR;21250 SEURRE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;SEURRE
210987640;210780672;CENTRE HOSPITALIER D'AUXONNE;CENTRE HOSPITALIER D'AUXONNE;5.0;R;DU CHÂTEAU;;;38.0;21;COTE D OR;21130 AUXONNE;Centre hospitalier, ex Hôpital local;Hôpitaux Locaux;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;AUXONNE
210987657;210012175;HOSPICES CIVILS DE BEAUNE;HOSPICES CIVILS DE BEAUNE;;AV;GUIGONE DE SALINS;;BP 40104;54.0;21;COTE D OR;21203 BEAUNE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BEAUNE
210987665;210012142;CH HCO SITE DE CHATILLON SUR SEINE;CH HCO SITE DE CHATILLON SUR SEINE;2.0;R;BARON CLAUDE PETIET;;;154.0;21;COTE D OR;21400 CHATILLON SUR SEINE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CHATILLON SUR SEINE
210987673;210012142;CH HCO SITE DE MONTBARD;CH HCO SITE DE MONTBARD;24.0;R;AUGUSTE CARRE;;;425.0;21;COTE D OR;21500 MONTBARD;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;MONTBARD
210987681;210012142;CH HCO SITE DE SAULIEU;CENTRE HOSPITALIER DE LA HAUTE COTE D OR SITE DE SAULIEU;2.0;R;COURTEPEE;;;584.0;21;COTE D OR;21210 SAULIEU;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;SAULIEU
210987699;210780706;CENTRE HOSPITALIER ROBERT MORLEVAT;CENTRE HOSPITALIER ROBERT MORLEVAT SEMUR-EN-AUXOIS;3.0;AV;PASTEUR;;BP 28;603.0;21;COTE D OR;21140 SEMUR EN AUXOIS;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;SEMUR EN AUXOIS
220000012;220000020;CENTRE HOSPITALIER YVES LE FOLL;CENTRE HOSPITALIER YVES LE FOLL;10.0;R;MARCEL PROUST;;BP 2367;278.0;22;COTES D ARMOR;22023 ST BRIEUC CEDEX 1;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST BRIEUC 
220000095;220000046;CTRE HOSPITALIER DINAN;CENTRE HOSPITALIER RENE PLEVEN;74.0;R;CHATEAUBRIAND;;;50.0;22;COTES D ARMOR;22101 DINAN CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;DINAN
220000194;560014748;CHCB SITE PLEMET;CENTRE DE READAPTATION DE REEDUCATION FONCTIONNELLE PLEMET;49.0;R;DE BODIFFE;;BP 19;183.0;22;COTES D ARMOR;22210 PLEMET;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;PLEMET
220000343;220000079;CENTRE HOSPITALIER GUINGAMP;CENTRE HOSPITALIER DE GUINGAMP;17.0;R;DE L'ARMOR;;;70.0;22;COTES D ARMOR;22200 GUINGAMP;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;GUINGAMP
220000368;220000103;CENTRE HOSPITALIER LANNION;CENTRE HOSPITALIER DE LANNION;;;KERGOMAR;;BP 248;113.0;22;COTES D ARMOR;22303 LANNION CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LANNION
220000483;560014748;CHCB SITE LOUDEAC;;;R;DE LA CHESNAIE;;BP 682;136.0;22;COTES D ARMOR;22606 LOUDEAC CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LOUDEAC
220000541;220000152;CENTRE HOSPITALIER PAIMPOL;;;CHE;DE KERPUNS;;CS 20091;162.0;22;COTES D ARMOR;22501 PAIMPOL CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;PAIMPOL
220000566;220021968;CHPP SITE LAMBALLE;CENTRE HOSPITALIER DU PENTHIEVRE ET DU POUDOUVRE SITE LAMBAL;13.0;R;DU JEU DE PAUME;;BP 90527;93.0;22;COTES D ARMOR;22405 LAMBALLE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LAMBALLE
220000574;220021968;CHPP SITE QUINTIN;CENTRE HOSPITALIER DU PENTHIEVRE ET DU POUDOUVRE SITEQUINTIN;8.0;R;DE LA CORDERIE;;;262.0;22;COTES D ARMOR;22800 QUINTIN;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;QUINTIN
